headword	text	sense1	sense2	sense3	sense4	sense5	sense6	sense7
bank-n	This sediment is also instrumental to the formation of tall "levees" on the sides of the channels, deposited there when floodwaters spill over their <banks>.	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s3
bank-n	Recently, the House of Representatives' Committee on Financial Services held hearings designed to explore ways to bring these transactions to light – assisting <banks> and financial institution in preventing, investigating, and reporting criminal activities, including those made by countries that fund terrorist regimes like Iran and North Korea.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	Unlike traditional lenders like <banks>, small finance companies don't create so much hassle for the application.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	If one has to go by these factors, there is not much difference in what is offered by a private sector bank versus a public sector <bank>.	a1.s1	a2.s1	a3.s1	a4.s2	a5.s1	a6.s1	a7.s1
bank-n	The age criteria changes from <bank> to bank.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx	a7.s1
bank-n	Some other <banks> are Bendigo Bank and Bank of Queensland.	a1.sx	a2.sx	a3.sx	a4.sx	a5.s1	a6.sx	a7.s1
bank-n	The elder Borger was later convicted of taking deposits while the <bank> was insolvent and received a two-year prison term, which he appealed.	a1.s1	a2.sx	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	I am all FOR reducing the pay on wall street as its ludicrous -- but I will watch with interest to see how they explain this topic and see if they can do it without pandering to the mob who still believe <banks> like Goldman were given huge amounts of money and then Goldman took that money and paid it to their executives --- this is just too simple and its not true.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	Ethereum has benefited greatly from the hype surrounding decentralized finance, which are financial products that sought to use smart contracts to eliminate reliance on central intermediaries like <banks> and brokerages.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	All kinds of trees will grow along the <banks> of the river.	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s3
bank-n	Wide private service sector industries have set up in the city that has let to investments from financial service world class <banks> like Barclays, Royal Bank of Scotland, JP Morgan, etc. As a result, the city has largest growing banking and insurance sectors with approximate 5% increase in employment convenience.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	I plodded on past a thicket of trees in which could be seen oil drums and tank tracks and then turned into a wooded <bank> above a small stream, hoping to find a suitable spot for the night.	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s3
bank-n	The issue which has swept down the centuries and which will have to be fought sooner or later is the people versus the <banks>. more Lord Acton quotes	a1.s1	a2.sx	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	Am pretty sure he just smashed open his piggy <bank>.	a1.s1	a2.s12	a3.s3	a4.s3	a5.s1	a6.s3	a7.s1
bank-n	You think they should put it in the <banks> so the banks will start loaning money again, no problem.	a1.sx	a2.s1	a3.sx	a4.sx	a5.sx	a6.sx	a7.s1
bank-n	Other scholars support free banking, or banking without a central <bank> trying to steer the economy, or a return to a gold or alternative commodity standard.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.sx	a7.s1
bank-n	Our second model allows for interportfolio diversification with a portfolio of performing loans because <banks> typically own both performing and nonperforming loans.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	As this bird was smaller than the chick in Image #1, and was swimming toward a steeper <bank> on the edge of the pool, I needed to scootch forward to get over the bank (and right, to stay on sun angle).	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s3
bank-n	The Italian manager launches his own start-up: a digital <bank> without branches and based entirely on cloud technology: I feel responsible for the community I come from	a1.s2	a2.s4	a3.s1	a4.s1	a5.s1	a6.sx	a7.s1
bank-n	I scrambled up the <bank>.	a1.s2	a2.s7	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2
bank-n	The bank is a national <bank>, which has most of its retail outlets located in Nigeria's major urban centers.	a1.sx	a2.sx	a3.sx	a4.sx	a5.sx	a6.sx	a7.s1
bank-n	He ended up starting a <bank> since most regular banks didn't see the opportunity.	a1.sx	a2.sx	a3.sx	a4.sx	a5.sx	a6.sx	a7.s1
bank-n	But finally Rob and I found a flat where we could get out into the main channel and work casts back towards the <bank> with the Rio Deep 7 line and big Bow River Buggers and Elysia Specials.	a1.s2	a2.s3	a3.sx	a4.s2	a5.sx	a6.s2	a7.s3
bank-n	Show locations of fishing <banks> off Newfoundland and Nova Scotia., Includes 4 inset maps: the Atlantic Ocean; Plan of the City and Port of Louisbourg; Fort Dauphin; City of Quebec.	a1.s2	a2.s1	a3.sx	a4.s1	a5.sx	a6.s2	a7.s4
bank-n	The Muskoka River has spilled over its <banks>, flooding parking lots downtown Huntsville.	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s3
bank-n	"Arianna Huffington and her buddy Rob Johnson [and now Bill Maher] have penned a lengthy explanation of why Americans should MOVE THEIR MONEY from large corporate banks to local banks because corporate <banks> caused the recession and are evil," Gawker writes.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx	a7.s1
bank-n	The money laundering, the huge loans from Ethiopian <banks> to Eritreans (most likely EPLF affiliated) under coercion and political pressure, contraband goods dumped into Ethiopian markets by Eritrean traders simply because they can bypass any and all customs requirements and controls etc.....	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	By offering online lending, forward thinking <banks> like HSBC are finding it to be a competitive differentiator in today's market."	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	My first stop was the ATM outside my local <bank>.	a1.s1	a2.s4	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	One wonders why we should consider homeowners anything other than renters when most of them are just borrowing from the <bank> and paying their rent via mortgage interest.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	As a result we see the market driving down short-term rates while central <banks> are also turning more toward long-term interest rate and yield curve controls, just as they did from the late 1930s through most of the 1940s.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	He said the bills would be distributed through courier and the bill payment would be deposited in <banks>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	Pensioners - Such applicants can avail low rate of interest from <banks> like SBI, PNB, etc. Also, you can get a preferential interest rate if the have you have a pension account with the lender giving the loan.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	His success in getting Congressional Republicans to break open the piggy <bank> is not completely certain but seems likely.	a1.s1	a2.s11	a3.s5	a4.s3	a5.s1	a6.s3	a7.s1
bank-n	"We have already seen what facts may show that the agent's interest is adverse, in a case where the agent's power to act is in question.1 In such a case the person having the knowledge of the agent's lack of power is a wrong-doer with the agent, and he can claim nothing against the bank unless the <bank> insists upon the transaction.2 But the question as to notice is a different one.	a1.sx	a2.sx	a3.sx	a4.sx	a5.sx	a6.sx	a7.s1
bank-n	Fishing in slow currents allows you to plane from bank to <bank> at any distance without recasting.	a1.s2	a2.s1	a3.sx	a4.s2	a5.sx	a6.sx	a7.s1
bank-n	In July 1810, 500 prominent Exeter citizens gave a vote of confidence in the bank after a local <bank> collapsed.	a1.sx	a2.sx	a3.sx	a4.sx	a5.sx	a6.sx	a7.s1
bank-n	This somewhat negates the strengthening of the <banks'> balance sheets due to the recapitalisation of PSBs (Singh 2012).	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	DBS Bank was the first Asian <bank> and first Singaporean company to join RE100, pledging 100 per cent renewable energy consumption by 2030.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	A school was soon built on the west <bank> of Pecan Creek.	a1.s2	a2.s2	a3.s2	a4.s1	a5.sx	a6.s2	a7.s1
bank-n	Note that sometimes, traditional lenders like <banks> or credit unions may be reluctant to lend to somebody in bankruptcy.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	Thus there is very little interest coming to <banks> while the banks have to pay a huge amount of interest to depositors.	a1.sx	a2.sx	a3.sx	a4.sx	a5.sx	a6.sx	a7.s1
bank-n	Now they can purchase dollars from banks since the <banks> can purchase dollars in large quantities from export companies.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx	a7.s1
bank-n	Branford Park lies alongside the northern <banks> of the cherished Maitai/Mahitahi/Maitahi River close to the city of Nelson.	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s3
bank-n	The decrease in interest income was due to decreased average balances in cash in <banks>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	The solution for this could be to never use an ATM on the street but to get your money from the ATM inside the <bank>.	a1.s1	a2.s4	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	A large loan book of small finance banks is currently in the unsecured and small loan segment, which is a bit risky as compared to the well-diversified loan book of well-established <banks> like SBI, HDFC, and ICICI Bank.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	The age-old debate of a private sector <bank> versus a public sector bank continues even today.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	As you approach the bank, turn in either direction and walk along the <bank> the distance of one of your casts, then turn and start heading back out to deeper water while walking perpendicular to the bank.	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s3
bank-n	They made sure that debtor nations continued to make interest payments to their creditor <banks> so the banks would not have to recognize losses.	a1.sx	a2.s1	a3.sx	a4.sx	a5.sx	a6.sx	a7.s1
bank-n	The kudu begins to swim toward the opposite <bank>.	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s3
bank-n	Attracting deposits While most <banks> offer similar commodity type products, they are combating with each other in most cases on price/yield, realistically, the new entrants can gain an initial advantage and capture market share by offering higher deposit rates.	a1.s1	a2.sx	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	The imperialist, Rockefeller-led Council on Foreign Relations (CFR) speaks for its funders: Exxon Mobil, Chevron, and <banks> like JP Morgan Chase and Citigroup.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	With that in mind, here's what we liked about Current <bank> accounts and the features each account type has to offer:	a1.s1	a2.s12	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	I guess that this dip reflecs some slight relaxation of the banks' risk profile and a corresponding reduction in corporate deposits with <banks>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	The "Rat River" flows onto the south <bank> of the Saint-François River, 240 m (790 ft) upstream from the Fontainebleau road bridge and 1.0 km (0.62 mi) downstream of the mouth of Lake Louise.	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s3
bank-n	First, other <banks> like Wells Fargo (WFC) and Goldman Sachs (GS) beat on revenue, despite one-off items hurting profit.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	It was used as a <bank> until the bank failed in 1925; it was then used as a post office.	a1.sx	a2.sx	a3.sx	a4.sx	a5.sx	a6.sx	a7.s1
bank-n	This changed the character of the banking industry as competition amongst private <banks> and between private and public banks caused a massive increase in financial resource mobilisation, introduction of new financial products and substantially better service to customers.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	But the only way to get TO these sources is through the Trends Journal website, which has a clearly vested interest in promoting the so-called accuracy of supposed past predictions (its money in the <bank>); so the validity of these so-called sources is highly suspect.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	The numeric code assigned by the central financial institution to all of its licensed member <banks> or financial institutions.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	Currency transfers ricochet from <bank> to bank.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx	a7.s1
bank-n	If you leave cash in a bank account, the FDIC will guarantee your money for up to $250,000 per depositor per <bank>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	Today Bankable offers virtual ledgers, for corporates who want to streamline their existing accounts across multiple <banks>, as well as digital banking services like current accounts, faster payments, etc.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	Justice Department officials had accused HSBC – Europe's largest <bank> by market capitalization – of failing to monitor $670 billion in wire transfers and $9.4 billion in cash that was transferred from its operations in Mexico to its U.S. affiliates between 2006 and 2009.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	Any check must clear my <bank> before the bike can be picked up.	a1.sx	a2.sx	a3.sx	a4.sx	a5.sx	a6.sx	a7.s1
bank-n	The media speculated about what actions the U.S. government might take against a foreign <bank> without a branch or other presence in the United States (such as the third Chinese bank), including the use of a lesser-known USA Patriot Act authority that could limit or cut off a non-complying bank from the U.S. financial system.[	a1.s2	a2.s4	a3.s1	a4.s1	a5.s1	a6.sx	a7.s1
bank-n	Big <banks> like Goldman are reporting strong profits and regulators are wrapping up cases stemming from Wall Street's recklessness.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	• Small <banks> vs. large banks: The paper discussed how small local banks play an important role in the supply of credit to small enterprises and agriculture and banking services in unbanked and under-banked regions in India.	a1.s1	a2.s5	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	It stretches several miles southwest to the <banks> of the Rio Grande River and Mexico.	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s3
bank-n	As <bank> after bank collapsed, average people began withdrawing their money from the financial system fearing that their bank would be next.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx	a7.s1
bank-n	65.–(1) Where any trust money in the hands of the Public Trustee is normally insufficient to earn bank interest if kept in a bank current account the money may be kept in a general banking account or deposited in any <bank>.	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	Averill fired his revolver after them and scrambled down the <bank> into the town, closely followed by Second Lieutenant H. W. Kerr and the rest of the battalion.	a1.s2	a2.s2	a3.s2	a4.s2	a5.s2	a6.s2	a7.s2
bank-n	The compromise provides that the Fed can adjust the interchange fee rate received by a particular card-issuing bank if the <bank> demonstrates that the adjustment is reasonably necessary to cover fraud prevention costs incurred by the bank.	a1.sx	a2.sx	a3.sx	a4.sx	a5.sx	a6.sx	a7.s1
bank-n	The bank added that "the highest level of currency outside <banks> during the past three years was in December 2016, where it reached 42 trillion and 75 billion dinars, while the lowest level of currency during this period in June 2016, which amounted to 35 trillion and 168 billion Dinar".	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1	a6.s1	a7.s1
bank-n	For this you should never use an ATM that is not operated by your bank because all other <banks> charge for using their ATM other than your bank.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx	a7.s1
