headword	text	sense1	sense2	sense3	sense4	sense5
餐厅-n	2、lotusrestaurant：我第一天花了7美金吃了一顿苍蝇大餐我就对餐厅不感兴趣了(相反意见如下)LotusRestaurant暹粒最好的欧洲菜<餐厅>之一，中级价位，菜式可口，相当受欧洲观光客推荐，可以刷卡付费(Visa、JCB)。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	酒店主楼12层，建筑面积1.5余万平方米，共有商务客房、江景商务客房、江景商务套房150间；并拥有中式<餐厅>、宴会厅、咖啡厅、美食广场、休闲中心、棋牌室、足浴、商务中心等综合服务设施	a1.s1	a2.s5	a3.s1	a4.s1	a5.s1
餐厅-n	在农村幸福院，功能齐全的文体室、整洁的日间照料室、宽敞的<餐厅>、摆满各类书籍的图书阅览室，全部实现了标准化建设。	a1.sx	a2.s6	a3.s1	a4.sx	a5.s1
餐厅-n	在咖啡馆或<餐厅>点菜时、在电影院买票时，他对待服务员的态度和蔼有礼吗?	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	昨日，家住南昌市洪都大道的业主何先生向12315反映，今年8月份，他找了一个无证、无照的“马路游击队”装修房子，结果2个月不到就发现<餐厅>吊顶部分开始分裂、掉粉。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	学院图书馆藏受丰富，收藏了几十万册珍贵藏书，各种期刊杂志，电子图书资源，应有尽有，学生还可以通过馆际互借还丰富学习资源，数十栋教学楼，实验楼，学生交流中心，精品<餐厅>，舒适的学生公寓，各种完备的教学实施位学生的学习和生活提供，最好的服务和支持。	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	中餐随餐安排特色【烤鸭餐】（指定<餐厅>用餐）；参观【北海公园】（首道门票小门票船自理）南门进入，感受儿时记忆“让我们荡起双桨小船儿推开波浪”乘坐（龙舟或电瓶车自理)前往中国唯一一块双面雕【北海九龙壁】参观完毕出北门；参观【恭王府•和珅府邸】转身间遇见了和珅大人和他的众多福晋们，如痴如醉的沉浸在王府里的趣闻琐事；参观北京最有名的酒吧街【什刹海风景区】非诚勿扰拍摄地（荷花市场）买上一碗酸梅汤子，看柳枝摇曳忆北平往事，好不惬意；可随意点上几样小吃配上酒吧街的绝美夜景自由自在；（如需什刹海自由活动请自行返回酒店费用自理），出发回酒店，入住休息；温馨提示：参观毛主席纪念堂需凭有效身份证件排队入场，严禁穿拖鞋入场，严禁携带手提包、背包、照相机、摄像机、水杯、饮料等物品入场，排队人数较多请提前做好思想准备（大概40分钟）。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	正当日本许多酒店、旅行社、商店和<餐厅>期盼中国“黄金周”期间（该黄金周长假已于上周日结束）中国赴日游客预期大增之际，这场争端却对中国旅行团赴日游踩下“急刹车”。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	最近几个月，C城所有好吃的<餐厅>，都被他们吃过了！	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	一场大雨过后，我们坐在拉萨有名的玛吉阿米<餐厅>，聊起这一路的见闻，燕子开口问我。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	Q打破传统火锅<餐厅>装修设计	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1
餐厅-n	入住5星级绩溪上河国际酒店；晚餐在酒店员工<餐厅>用餐（成本价10元/人）；	a1.s2	a2.s7	a3.s3	a4.s1	a5.s1
餐厅-n	当地时间五月三十日，美国共和党热门总统候选人的前任纽约市长朱利安尼，现身旧金山一间<餐厅>与市民和支持者见面交谈。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	<餐厅>——鲜花美食精致情调餐桌布置，向来是情调高手显示身手的好地方，其中秘诀很简单，铺上一块有情致的餐桌垫，接下来，放什么餐具，使用哪些装饰品，要看你选择中餐还是西餐了。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	我看得出来，她们的经济状况都不错，开的车不是宝马就是奥迪，请客吃饭的<餐厅>也很高档，而且还是酒吧的常客。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	怡园酒庄优雅的<餐厅>里装饰着许多现代风格的艺术作品，训练有素的服务员在我们桌边有条不紊地工作着。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	餐厅装修设计主题<餐厅>如何进行装修设计凤泉区施工监理家庭装修随着中国经济的不断发展，国内的餐饮行业进入了一个快速发展的阶段；…	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	您现在的位置：首页&gt;江门市江海区展宇灯饰有限公司&gt;产品展厅&gt;厂家批发水晶吊灯,蜡烛水晶灯,客厅<餐厅>卧室水晶吊灯,水晶吸顶	a1.s3	a2.s1	a3.s2	a4.s2	a5.s2
餐厅-n	记者了解到，根据省工商局2011年出台的规定，全省海鲜排档、酒楼、<餐厅>、农贸市场等销售场所螃蟹买卖必须实行裸称交易，捆绑螃蟹的混杂物不得超过蟹体重量的5%。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	这家修建于1904年的酒店由知名建筑师JanVejrych一手打造，酒店的内部装潢和<餐厅>的陶瓷马赛克装饰分别由建筑家AntonínPfeiffer和JanKöhler工坊设计，一直都被视为繁华和富有的布拉格的代表性建筑之一。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	中午在推荐的龙华<餐厅>吃的饭，据说安妮宝贝以前也喜欢在这里吃饭。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	热海饭店的<餐厅>,带着小小的日系风,就连规矩,也和日本颇为相似,进入时,换上拖鞋成为必要步骤之一。	a1.s1	a2.s2	a3.s4	a4.s2	a5.s1
餐厅-n	肯德基相关人表示，截至今年年底，全国2000多家肯德基<餐厅>将提供免费半个小时的Wi-Fi服务；同时，极具现代感的电子餐牌运用、“预付快取”的O2O（线上线下）服务、简单便捷的自助点餐机等均已登录部分城市的部分餐厅进行测试，年底前将在一线城市推广。	a1.s1	a2.s3	a3.s1	a4.s1	a5.s1
餐厅-n	商报：聚德华天旗下的餐饮企业众多，既有鸿宾楼、砂锅居这类定位中高档的<餐厅>，也有庆丰包子铺这类定位普通老百姓消费的餐饮企业。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	私密的水疗及健身设施、自然光线充足的活动空间以及沿街而立的<餐厅>酒吧与157间私人住宅等皆将由RobertAMSternArchitects公司完成建筑设计，并由雅布·普歇尔伯格（YabuPushelberg）打造室内装潢部分。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	另外象是去一些较高级的<餐厅>，黑色的装扮是绝对不会出错的选择，也更能给人成熟、富有魅力的印象！	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	韩国料理<餐厅>的菜单不可能没有惊艳的生鱼片，韩屋餐厅里就有不同品种类的鱼类和其他海鲜刺身，配以传统的韩式酱油，日本芥末和腌姜，真真是不可错过的美味呀！	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	展位号：20招聘单位：江苏中辰电缆有限公司地址：环科园招聘职位：会计2名、操作工10名、质检员1名、<餐厅>服务员1名	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	对于两年内收回投资，林经理很有信心，并对华威的未来发展做了规划，不仅要将现有项目做得更好、更完善，还要引入汽车旅馆、汽车<餐厅>的经营项目，为客人提供更好的服务。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	记者随后了解到，类似“四舍五入”的做法，在江门许多酒店和<餐厅>其实都存在。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	此户型建筑面积为89平米，三室两厅一卫，户型南北通透，算是方正，<餐厅>客厅设计于一体，卧室和客厅朝南，4.2m大开间客厅，同时配有开敞阳台，采光极佳，动静分离，明厨明卫，空间合理紧凑。	a1.s3	a2.s5	a3.s2	a4.s2	a5.s2
餐厅-n	其中230平米山居大宅为4房2厅2卫，不仅拥有奢华梯户比，而且是双电梯入户，尊崇私密；方正格局，空间布局有序，西南朝向，通透自如；约5.2米开间客厅、客<餐厅>双向景观视野、双层交错阳台设计，尽显尊贵；奢华主卧套间，步入式衣帽间，雍容格调，尊享山居生活典范。	a1.sx	a2.s5	a3.s2	a4.sx	a5.s2
餐厅-n	新西兰一些高档的<餐厅>只会允许那些身穿正式服装的人进入，大家最好是自己准备一套正装，这样的话一些比较高档的场所也可以出入了。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	太太上车前对<餐厅>老板说：那些鲜花可真漂亮。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	<餐厅>的装修很漂亮，是在建水旅游时一次非常值得的用餐体验。	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	摒弃过于复杂的机理和装饰，简化成了线条,以(实木线条拼铺而成的电视墙、线条分割而成的<餐厅>背景墙、立面护角线条和顶阴角线)为具体表现。	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	味道还算不错，<餐厅>的布置有点效仿丽江和阳朔，相对朴素些，不过。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	今年4月6日，<餐厅>开业时，饭店老板、豫残联盟负责人袁海军曾说：“我店里的手擀面免费，凉菜、热菜比同类饭店便宜10%～20%，只要我的饭店正常营业，每天为顾客提供的‘一碗面’永远免费。”	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	另外还有一些水上<餐厅>，正在湖上悠然荡漾。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	中国餐饮讲究的是色、香、味俱全，坐在荷花主题的<餐厅>里，一眼看上去餐桌上的菜，色、香皆有，每份菜都有它的独特造型和名字，也足以给人留下深刻印象。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	山庄的室内外装饰精美、豪华、典雅且与自然环境完美结合，从别墅向窗外远远鸟瞰，能欣赏到幽静的山谷与不远处111国道山的车流，露天的<餐厅>里，椅子、阳伞，让人在无所事事中便度过慵懒的一天。	a1.s1	a2.s2	a3.s6	a4.s1	a5.s1
餐厅-n	她的办公室虽在顶楼，所乘坐的电梯也是顶楼专用的电梯，但偶尔她还是必须和雷杰到楼下的<餐厅>去用餐。	a1.sx	a2.s4	a3.s1	a4.s1	a5.s1
餐厅-n	项目紧邻南靖四中、中心实验小学及幼儿园，为一站式教育中心，邮局、信用社、农业银行、医院等公共配套近在咫尺，<餐厅>、商场、超市等生活配套一应俱全，临近公交车站，交通路网遍布四周，出行方便快捷。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	推荐菜式：泛纳宾地中海虾味<餐厅>的很多菜都是以虾为原料做的，店内主要食材——虾和其他海鲜均属泛纳宾集团特供出口欧美市场的优质产品。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	亮点：★步行几分钟就能到三亚免税店；★酒店海洋馆，国内酒店里极具特色的海洋<餐厅>，此生必定不可错过的极致浪漫享受；★最小客房也达88平方米，含有20平方米的观景阳台，客房的窗帘是电控感应的，让海景一点点地在眼前展开；★可选上海全境及三亚当地拼车接送机服务。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	调研组一行先后到建安区委党校、长葛市委党校、鄢陵县委党校，实地察看了教室、宿舍、<餐厅>等设施，详细了解党校建设情况和培训工作情况，并对推进教学改革、提升教学水平、加强队伍建设等工作提出了指导性意见。	a1.s2	a2.s4	a3.s1	a4.s1	a5.s1
餐厅-n	中午在公司附近的<餐厅>吃饭时，小杨碰到了副总经理刘波，小杨对刘波低声说道：“最新消息，公司内部人员将次大的变动，老员工可能要下岗，我们要有所准备啊。”	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1
餐厅-n	<餐厅>的大长桌上早已摆好一打打的便利贴和记号笔，办公室里的十多位同事很自觉地围了过来，每人都拿好一打便利贴、一支记号笔，等待头脑风暴会议的开始。	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	羽墨老师精花鸟，尤善葡萄图，其笔下的葡萄工笔细腻，葡萄成串，硕果累累，玲珑剔透，鲜美可人，看着就让人食欲大增，所以挂在我们享用美食的场所<餐厅>那是再合适不过了。	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	这不是一个简单的陪同，你将会尝遍西班牙所有米其林<餐厅>！	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	服务配套说明阳光顶棚室内游泳池、休闲咖啡厅、邮政设施、高档餐厅、服务设施齐全的综合会所、可供楼内职员就餐的内部<餐厅>、商务会议中心等商务服务设施。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	这里的渔人仍使用古老的小木舟出海捕鱼，海滨内分布着许多的宾馆和<餐厅>，傍晚一边看着落日、听着歌手们演唱各国的歌谣，一边享用美味的烛光晚餐或海鲜烧烤，都别有情趣。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	【榆树街小镇】：树影摇曳的榆树街小镇内，有将近100株巨大春榆的美景与文化相调和，有多间备受当地人喜爱的<餐厅>，咖啡厅及各类商店。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	我们坐在祥云宾馆的<餐厅>里，我时不时的就冲出餐厅，拍上几张照片，希望将此刻的云彩永远地留下来，留在我的照片里面。	a1.s2	a2.s5	a3.s2	a4.s1	a5.s1
餐厅-n	Lakdasa'sPlace酒店位于希克杜沃（Hikkaduwa），设有一间<餐厅>，提供免费无线网络连接。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	四、五层为休闲餐饮、娱乐区；四层建有大型美食广场，各类主题中<餐厅>、西餐厅以及高档KTV娱乐场所；五层建有巨幕电影院、洗浴中心、电玩健身和部分特色餐饮；奎山广场裙楼即将封顶，招商火爆进行中，敬待合作。	a1.s1	a2.s1	a3.s1	a4.s1	a5.s1
餐厅-n	在这泰式田园风格的<餐厅>中，我们有来自泰国的大厨，用心为您料理	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	在香轩丽舍港式<餐厅>的厨房里，魏五州叮嘱经营者要时刻牢记食品安全第一的思想，做好春节期间的饮食供应。	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	有中西餐融合的海棠餐厅，还有特供海南特色菜的锦汇餐厅，让有选择困难的我每天可以选择不同的<餐厅>用餐，不再纠结。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	2、适用于店面装修，可以为正在营业的<餐厅>，服饰精品店，各式连锁店等设计并人工绘制，连锁店可以设计统一的墙绘标志。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	铜锣湾的池记，曾是笔者经常光顾的<餐厅>。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	另外Peaceave一条街有很多酒吧、韩国咖啡厅和世界给地风味的<餐厅>。	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	结束体检后，客人们可以在雅致的<餐厅>里享受营养丰富的早餐。	a1.s1	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	为了报复在伊战问题上“不听话”的法国，美国国会从今年3月起将<餐厅>供应的“法式薯条”更名为“自由薯条”―――这是薯条们平生第一次有机会当着世界人民的面展示自己的爱国热情。	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	下面5个技巧，可以帮您更好地安排自己的<餐厅>厨房，安排自己的运程。	a1.sx	a2.s5	a3.s1	a4.sx	a5.s1
餐厅-n	我们在许多案例里可以看到，如果一个职工食堂或者一个<餐厅>，所有的东西都是现摘的，一小时甚至半小时就可以出现在餐桌上，所以这些食品都代表着非常新鲜、非常安全。	a1.s2	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	当餐厅与客厅相连在一起时，<餐厅>装修与客厅装修之间的融合性就更为凸显重要性。	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	确实开放式厨房可以和餐厅规划为一体的空间，让厨房和<餐厅>看起来更敞亮。	a1.sx	a2.s1	a3.s2	a4.sx	a5.s1
餐厅-n	=w=日本最喜欢的就是各式寿司和各式拉面，感觉很好吃的样子啦，虽然我自己没有做过尝试但是也是有道正式的日本<餐厅>品尝过的XDD	a1.sx	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	但是同时映入我眼帘的是，<餐厅>的服务员有躲在冷荤间睡觉打瞌睡的，竟然还有两桌人在赌博一桌是纸牌一桌是麻将，更可气的竟然是餐厅的厨师，而服务员也在那里看他们赌。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	香港目前有大约240间麦当劳<餐厅>，员工人数超过1.5万名，每日服务顾客超过100万人次。	a1.s1	a2.s3	a3.s1	a4.s1	a5.s1
餐厅-n	酒店是功能齐全的快捷酒店，拥有设施齐全且可容纳100-300人的会议室，<餐厅>提供营养自助早餐，午、晚特色小炒，多种房型供您选择，同时为住店客人提供免费停车；免费wifi；日用品免费租借服务；客房24小时畅快的淋浴，独立空调，让您有家的感觉，享受家的温馨。	a1.s3	a2.s1	a3.s2	a4.s1	a5.s1
餐厅-n	围绕这两大IP已经衍生出不少商业项目：独唱团杂志、很高兴遇见你<餐厅>、BabyONE童装店、《后会无期》电影.	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	酒店2楼的<餐厅>不错，早餐挺好，中晚餐单点，但味道不错；;4.	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
餐厅-n	如果你喜欢新鲜的空气和新鲜的海鲜，大力推荐你随着PhamVanDong街步行，这里有很多海鲜<餐厅>与海鲜酒吧。	a1.s1	a2.s2	a3.s1	a4.s1	a5.s1
餐厅-n	为了增加更多的乐趣，酒农们想出了一个竞赛，看谁能酿造出该年的第一瓶博若莱新酒，并把新酒送往巴黎各大<餐厅>的餐桌上。	a1.sx	a2.s2	a3.s1	a4.sx	a5.s1
