headword	text	sense1	sense2	sense3	sense4	sense5	sense6
kroon-s	<kroonini> eelmise aasta 27,7 milj.	a1.sx	a2.sx	a3.s1	a4.s2	a5.sx	a6.sx
kroon-s	Iga kulutatud <krooniga> peame suutma oma majanduses luua senisest tunduvalt (vähemalt veerandi võrra) rohkem väärtust.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Eesti Panga keskpangapoliitika osakonna juhataja Aare Järvani hinnangul on ÜRO toitlus- ja põllumajandusorganisatsiooni (FAO) soovitus toetada Eesti põllumajandust läbi <krooni> devalveerimise rajatud alustele, mis sobiksid pigem arengumaade puhul.	a1.sx	a2.sx	a3.s5	a4.s1	a5.sx	a6.sx
kroon-s	<Krooni> pani tema tänavustele tegemistele sügisene ühisnäitus "X mistakes Y for Z" Pete Nevini ja Lucy Harrisoniga Rotermanni soolalaos.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Mõnedel juhtudel on siiski otstarbekas (nt tööleping) <kroonidest> eurodesse ümberarvutus vormistada näiteks eraldi lepingu lisana.	a1.s2	a2.s2	a3.s1	a4.s1	a5.s2	a6.s1
kroon-s	Et Krafti teened Eesti Panga roolimisel ja Eesti <krooni> kursi kaitsmisel on hindamatud, oleks olnud väärikam tema tööd tunnustada mõne kunstiteose või aurahaga.	a1.s2	a2.s2	a3.s1	a4.s1	a5.s2	a6.s1
kroon-s	Psaltri märgi jaoks lisa, et sead kokku oma kõik sõrmeotsad ja paned käe pea peale <krooni> sarnaselt, mida kuningas tavaliselt kannab, sest psalmide autor Taavet oli kuningas.	a1.sx	a2.s2	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Lisaksin veel seda, et kui me tõesti räägime KONTSERTKÕLARITEST, siis hindade juures räägime me tuhandetest, mitte sadadest <kroonidest>.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Teised on seda meelt, et tegu on ehtsa näitega sellest, kuidas inimene ennast looduse <krooniks> peab.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Rootsis ei lasknud rahvahääletus läbi üleminekut <kroonilt> eurole (ehkki tingimused olid korras ja on ka seda praegu, näit.inflatsioon EL madalaim) ja rootsi kroon on ainult tugevamaks läinud, ega kogu asi ei ole üleminekus, vaid peitub riigi majanduslikus suutlikkuses ja usaldatavuses.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	1) paragrahvi 40 lõikes 2, § 44 lõikes 2, § 45 lõikes 2, § 46 lõikes 2, § 48 lõikes 2, § 49 lõikes 2, § 50 lõikes 2, § 51 lõikes 2, § 52 lõikes 2 ja § 56 lõikes 2 asendatakse tekstiosa 50 000 <krooni> tekstiosaga 3200 eurot;	a1.sx	a2.s2	a3.s1	a4.s3	a5.sx	a6.s1
kroon-s	Kuna esialgne käsikiri on olemas ja väga konkreetseks pole vaja minna ning pole ka vaja allkirjastada tööd,siis peaks hind jääma 5000 <krooni> piiridesse.	a1.sx	a2.sx	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Suunatuled soovitaks uued osta, maksid <kroonides> mingi 140 eeku tk.	a1.sx	a2.sx	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Taani, Norra ja Rootsi keskpangad sõlmisid Islandi keskpangaga kahepoolsed lepingud, mis võimaldavad Islandi keskpangal vahetada islandi <kroone> eurode vastu.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Fyrlykta kasum oli 4,5 miljonit <krooni> aastal 2013, 19,2 miljonit krooni aastal 2014 ja 19,9 miljonit krooni aastal 2015.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Linnavolikogu liikme E. Merilinnu ettepanek teha ümberpaigutus 2 miljoni 900 tuhande <krooni> eraldamiseks toetusteks vähekindlustatud peredele laste visiiditasust vabastamise arvelt.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Info ja registreerimine muuseumi telefonidel , või il Haridusprogramm Klassiga Kroonituuril kutsub osalejaid kolme Pärnumaa muuseumi, et tutvustada Eesti <kroonidel> kujutatud tegelaste elu ja omavahelisi suhteid.	a1.sx	a2.s2	a3.s1	a4.s1	a5.s2	a6.s1
kroon-s	Nende eest ladus ostja <kroonidesse> ümberarvestatult välja ligi 5000 krooni.	a1.sx	a2.s2	a3.s1	a4.s1	a5.s2	a6.s1
kroon-s	Tänavu üheksa kuuga on Eesti kütusemüüjate marginaal eelmise aastaga võrreldes tõusnud veidi üle kümne protsendi ja läheneb ühele <kroonile> liitri kohta.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Foto : PILLE-RIIN PREGEL TALLINN, 8. september (EPLO) - Valitsus andis täna Kunstimuuseumi Ehituse sihtasutusele uue hoone ehituse rahastamiseks täiendavat laenu 75 miljonit <krooni> tähtajaga kuni 10 aastat.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Reggina boss Pasquale Foti ei tohi kaks ja pool aastat nina jalgpalliasjadesse pista, samuti peab tasuma ligi poole miljoni <kroonini> ulatuva rahatrahvi.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Samuti on ETVl mitmeid kalleid rendiautosid ja ligi nelja tuhande <kroonini> ulatuvad autokompensatsioonid.	a1.sx	a2.s2	a3.s1	a4.s1	a5.s2	a6.s1
kroon-s	Sai need puksid sealt välja suruda aga neid pole eraldi saada osta koos õõtsaga mingi 1700 eeku heal <krooni> ajal.	a1.sx	a2.s2	a3.sx	a4.s1	a5.s2	a6.s1
kroon-s	muide 25 <krooniga> saab neid Jyskist.	a1.sx	a2.sx	a3.sx	a4.s3	a5.sx	a6.sx
kroon-s	Saime ka garantiikirja Tallinna linnalt, kes toetab maja remonti 1 miljoni <krooni> ulatuses.	a1.s2	a2.s2	a3.s1	a4.s1	a5.s2	a6.sx
kroon-s	Teistel andmetel oli <krooni> väärtus koguni 10-15 rubla.	a1.sx	a2.s2	a3.s1	a4.s1	a5.s2	a6.s1
kroon-s	Kõikvõimalike soodustuste <krooniks> tuleb lugeda Prantsusmaad, mille seadusandja saab riigi kulul transpordi hinnaalandusi ka pereliikmeile.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Palgast lähtuv, 20 000 <kroonini> ulatuv vanemapalk soodustab laste sündi suhteliselt jõukamatesse peredesse (Praxis 2003).	a1.sx	a2.s2	a3.s1	a4.s1	a5.s2	a6.sx
kroon-s	•• Kui nüüd tagasi vaadata, kas teile tundub, et kui Eesti majandus 2009. aastal 15 protsenti kukkus, oleks olnud targem <kroon> devalveerida?	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Senised AS GoBus poot läbiviidud väärteomenetluse rahalised näitajad on järgmised: 2006. a laekus rahatrahvidena 1 500 236,67 <krooni>, millest linn kandis ASile GoBus 747 514,60 krooni.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Ei tohi tekitada olukorda, millega inimesed viiakse paanikasse: et inimesed jooksevad pankadesse, valuutavahetuspunktidesse, vahetavad oma <kroonid> eurodeks.	a1.s2	a2.s2	a3.s1	a4.s4	a5.s2	a6.s1
kroon-s	Nädala algusest samuti suure müügisurve all olnud Hansapanga aktsia suutis täna 25 tehingu ja 3,94 miljoni kroonise käibe juures kerkida 0,19 protsenti 134,75 <krooni> tasemele.	a1.sx	a2.sx	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	" Kerge kütteõli aktsiisimaks on 50 senti, sellal kui ühistranspordivahendites tohib kasutada vaid eurodiislit, mille aktsiis on 3,04 <krooni> liitrilt.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Läinud aastal müüs MoDo Paper Baltikumis paberit 200 miljoni Rootsi <krooni> eest ja Venemaal, Valgevenes ja Ukrainas 250 miljoni Rootsi krooni eest, ütles MoDo Paper Balti müügidirektor Enn Kukk.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Tuletan meelde, et Keskerakonnal on menetlusse antud seaduseelnõu, mis samamoodi nõuab, et valitsus tõstaks toimetulekupiiri 1000 <kroonilt> 1200 kroonile.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Marat keeldub võlga kommenteerimast Kui aprilli keskpaigas ulatus AS Marati maksuvõlg riigi ees ligi viie miljoni <krooni> suuruseks siis tänase päeva seisuga on see ületanud juba kuue miljoni krooni piiri.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	SEB maksab täiendava aktsiaemissiooni eest 40 krooni aktsialt ja Maailmapanga finantsüksus IFC 7 miljoni aktsia eest 37 <krooni> tükist.	a1.sx	a2.sx	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Eelmise valimiskampaania ajal rääkis praegune peaminister sellest, kuidas Reformierakond võimule tulles tõstab keskmise palga 9000 <kroonini> kuus.	a1.sx	a2.sx	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Samuti pidas Orkla Kalevi 315 Norra <kroonile> (ligi 40,6 miljonile eurole) hinnatud bilansis oleva vara väärtuseks tegelikult 279 Norra krooni.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Nobeli preemia tähendab teadlastele ka 10 miljoni Rootsi <krooni> suurust auhinnaraha.	a1.sx	a2.s2	a3.s1	a4.s1	a5.s2	a6.s1
kroon-s	Kõige <krooniks> jääb naisel oma elu elamata, mis rahulolematuse tulele veel hagu alla aitab panna.	a1.s5	a2.sx	a3.s4	a4.s1	a5.sx	a6.sx
kroon-s	Tallinna 2001. aasta eelarveprojekti tulude ja kulude suurus on koos laenude tagasimaksete ja omatuludega 2,954 miljardit <krooni> võrrelduna 2,56 miljardiga tänavu ehk 15,7 protsenti enam.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Põhitegevusega jäi Tallinna Mööblimaja aga 221 000 <krooniga> kahjumisse, märkis Veskimägi.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	• Eesti Post vahetab <kroone> eurodeks 1.–15. jaanuarini.	a1.s2	a2.s2	a3.s1	a4.s1	a5.s2	a6.s1
kroon-s	Samas jääb ka kõigi isiklikuks autoks sobivate Almerade hind maagilise 200 000 <krooni> piirimaile - sisseehitatud CD-raadioga 1,5 liitrine 3ukseline maksab 192 400, 5ukseline 199 900 ning sedaan 202 400 krooni.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Üks mõõdik, mille järgi bännerreklaami hinnata, on tuhande näitamise ehk kontakti hind <kroonides> (CPM).	a1.s2	a2.s2	a3.s1	a4.s1	a5.s2	a6.s1
kroon-s	2. juunil kella 13 paiku murti pooleks Tõrvas Tartu mnt asuva perearstikabineti ukselukk ning varastati käekott koos dokumentide ja 422 <krooni> sularahaga.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Homsest on ajaarvamine nõnda: eKr ehk enne krooni ja pKr ehk pärast <krooni>.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Kui reedel oli Hoiupanga aktsia kurss börsi sulgemisel 36,55 krooni, siis esmapäeval alustati kauplemist 33,75 <krooni> tasemelt.	a1.sx	a2.sx	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Vaid viimati nimetatud markidel on hind lisaks <kroonidele> ka eurodes ning seetõttu on need jätkuvalt kasutatavad postimaksevahendina, kui saadetisel nende paigutamiseks ruumi jagub.	a1.sx	a2.s2	a3.s1	a4.s1	a5.s2	a6.s1
kroon-s	Hinnad algavad seal 12 000 <kroonist> ruutmeetri kohta.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Korterite üürisumma tõuseb maksimaalselt seitsme <kroonini> ruutmeetrilt.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Euroopa Liidu teema tuli esile ka Eesti Panga tellimusel teostatud performance'is "Püha Liit" (1999, koos Ene-Liis Semperiga), kus kaskadöörliku kehanarratiivi kaudu esitati eesti <krooni> ja euro sümboolset liitu.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Hansapank näeb kodulaenuturul potentsiaali veel umbes 25 miljardi <krooni> laenamiseks.	a1.sx	a2.s2	a3.s1	a4.s1	a5.s2	a6.s1
kroon-s	Täna riigikogus esimesel lugemisel olev sotsiaaldemokraatide fraktsiooni ettepanek asendab senise kolmekordse keskmise palga ehk 35 316 <kroonini> küündiva vanemapalga ülempiiri kahekordse Eesti keskmise palgaga.	a1.sx	a2.s2	a3.s1	a4.s1	a5.s2	a6.sx
kroon-s	Rahvaliidu fraktsioon ühineb riigikontrolöri seisukohaga, et riigi jooksvate kulude katmine äriühingute dividendide ja suuremahulise, miljarditesse <kroonidesse> ulatuva riigivara müügi abil ei saa olla pikaajaline ning jätkusuutlik abinõu eelarve tasakaalustamiseks.	a1.s2	a2.sx	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Taastusravikeskus Sõpruse müügitulu on võrreldes eelmise aasta sama perioodiga kasvanud 1,3 miljonit <krooni> ehk 30 protsenti.	a1.sx	a2.s2	a3.s1	a4.s1	a5.s2	a6.sx
kroon-s	Keskmise laenusumma (300 000 krooni) ja laenuperioodi (10 aastat) juures tähendaks Euribori isegi 50-protsendiline kasv (s.t jõudmine umbes 5 protsendi tasemele, mis on lähiaastatel suhteliselt ebareaalne) tagasimakse kerkimist umbes 3500 <kroonilt> kuus 3750 kroonini kuus.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Haapsalu – Tallinna liini bussipiletite hinnad <kroonides> · Haapsalu Autobaas 50 · Läänemaa Liinid 56, novembrist 60 · Sebe 55, novembrist 60 · Tiit Reisid 80	a1.s2	a2.s2	a3.s1	a4.s7	a5.s2	a6.s1
kroon-s	Samamoodi on mind võlunud tarkus ja intelligents, inimese vaimsed võimed, mis on looduse <krooniks>.	a1.s3	a2.sx	a3.s4	a4.s8	a5.s3	a6.s3
kroon-s	Ansip räägib eurost, Savisaar ähvardab samal ajal <krooni> devalveerimisega.	a1.s2	a2.s2	a3.s1	a4.s5	a5.s2	a6.s1
kroon-s	Keskmiselt väideti end teenivat 50-100 <krooni> päevas.	a1.sx	a2.sx	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Nad mõistsid, et ei saa ilma <kroonita> lahkuda.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Endine Rootsi riigisekretär Ulf Dahlsten kirjutab päevalehes Dagens Nyheter, et Rootsi septembrikuine rahvahääletus selle üle, kas riik peaks ühinema EMU-ga, siirduma <kroonilt> eurole, on oluline Euroliidu ja isegi maailmapoliitika seisukohalt.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Hansapanga plaani kohta maksta möödunud aasta eest dividende üks <kroon> aktsia kohta, ütles Reisenbuk, et see on ootuspärane, kuna pole selge Leetu tehtavate investeeringute suurus.	a1.s2	a2.s2	a3.s1	a4.s5	a5.sx	a6.s1
kroon-s	Rakveres saab vaadata rändnäitust "Eesti raha margast <kroonini>" ja "Euroraha"	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Kuni 400 000 <kroonini> ulatuvaid vaidlusi lahendavad Eesti erinevad juristid ja vandeadvokaadid kirjalikus menetluses ning vahekohtu otsus on samadel alustel kohtutäituri poolt täidetav nagu riiklik kohtuotsus.	a1.sx	a2.s2	a3.s1	a4.s2	a5.s2	a6.s1
kroon-s	Odavamas hinnaklassis (hind jääb 5000 <krooni> piiresse) on ka teisaldatav konditsioneer, kuid kõrge mürataseme tõttu Lemberg seda kodus kasutamiseks eriti sobilikuks ei pea.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Üle pika aja , kui kroon tuli, oli mõnus tunne sentide eest õllekannu taga istuda aga see lõbu ei kestnud kaua, üsna varsti tuli õlle eest ka hulga <kroone> välja laduda ja kui tuli euro, siis kõik kordus - algul olid eurosendid raha eest väljas aga juba hakkab neid üha rohkem koju kogunema.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Samuti oli Vips üks võtmetegijaid Tallinna börsi rajamisel ning enne <krooni> tulektud teenis raha valuutaoksjonitega.	a1.sx	a2.s2	a3.sx	a4.s1	a5.s2	a6.sx
kroon-s	Kui teil oli vaba viis tuhat <krooni>, saite endale osta terve karbitäie biitlite vanade plaatide remaster-versioone.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Kõige <krooniks> võib pidada suurte installatsioonide ehk n-ö elamusdisaini dokumentatsiooni.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Oktoobris kogus Hansa Elukindlustus preemiaid 34,6 miljonit krooni, mis ületab 2003. aasta oktoobris kogutud preemiate mahu 3,3 miljoni <krooniga>.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Mustamäe linnaosa korteritega tehti novembris 50 tehingut keskmise ruutmeetrihinnaga 16.591 krooni, oktoobri 78 tehingu keskmine väärtus oli 18.509 <krooni> ruutmeetrist.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Olgu öeldud, et keskmine üürihind esimese Eesti Vabariigi ajal oli umbes 20–40 <krooni> kuus, millele lisandus ka kütte raha viis eurot.	a1.sx	a2.s2	a3.s1	a4.s2	a5.sx	a6.sx
kroon-s	5 Sel päeval on vägede Issand ilusaks <krooniks> ja kauniks pärjaks oma rahva jäägile 6 ja õiguse vaimuks kohtus istujale ning rammuks neile, kes tõrjuvad tapluse tagasi väravasse.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Büügelprotees on suust ära käiv osaline protees, mis valmistatakse nii eraldi, kui ka metallokeraamiliste <kroonidega> kombinatsioonis.	a1.s1	a2.s1	a3.s2	a4.s1	a5.s1	a6.s2
kroon-s	Pingutus- te <krooniks> saad toonuses, elastsema ja siledama naha!	a1.sx	a2.sx	a3.sx	a4.s4	a5.sx	a6.s1
kroon-s	Ühe miljoni <krooniga> toetab staadioni ehitust AS Estreftransservice.	a1.sx	a2.sx	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Saaremaa lihatööstuse direktor Andi Saagpakk ütles, et praegu maksab tööstus sealiha kilo eest 27-28 <krooni> kilost.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Samuti on riik tõstnud põlevkivilt nõutavaid makse neljakordseks - seniselt 26 miljonilt kroonilt 80 miljonile <kroonile>, lisas ta.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Arengu <krooniks> kujunes absurd, teadlik mõistusevastasus, s.t inimsuse sihiteadlik eitamine.	a1.sx	a2.sx	a3.s4	a4.s1	a5.sx	a6.sx
kroon-s	Miljonitesse <kroonidesse> küündivate varandustega kinnisvaraomanike ja pankade asemel peaks riik toetama senisest rohkem neid, kes on nii vaesed, et pole julgenud pangalaenust unistadagi.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	b) intressi lisatakse summale iga kuu, intressi määra kord aastas; c) intressi määr on protsent, intress summa <kroonides>; d) neil pole mingit vahet.	a1.s2	a2.s2	a3.s1	a4.s7	a5.s2	a6.s1
kroon-s	Tallinna börsil kella 11ks Tallinna Kaubamaja aktsiaga tehinguid ei sooritatud ning aktsia hind säilis 67 <krooni> tasemel.	a1.sx	a2.sx	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Lisaks pidi fond tänavu aasta alguses lühiajaliselt pikendama 13 miljoni <kroonini> ulatuvat pangalaenu – aruande järgi saadi tänavu veebruaris kukkuma pidanud laenutähtajale pikendust augustini.	a1.sx	a2.s2	a3.s1	a4.s2	a5.s2	a6.s1
kroon-s	Maatükkide hinnad algavad 350 <kroonist> ruutmeetri eest.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Hoolimata Swedbanki valmisolekust tagada emissioon 100 <kroonil>, hind ei tõusnud ning ilmselt ostabki Rootsi pank kogu emissiooni ära.	a1.sx	a2.sx	a3.sx	a4.s2	a5.sx	a6.sx
kroon-s	Kui räägime ühest keskmisest õhtut täitvast eesti algupärandist, siis selle ühekordne ostutasu kõigub 20 000 – 22 000 <krooni> piirimail, millele lisandub loomulikult mängukordade protsent.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Väikeste kuni 250krooniste nõuete hind odavneb küll 250 <kroonilt> 150 kroonile, kuid kallimaks läheb elatiste sissenõudmine, väljatõstmine, konfiskeerimine jne.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Nende süsteemide ja allsüsteemide rägastik reageerib tõugetele väliskeskkonnast, viimaseks müksatuseks oli viiruste laialdane pealetung ennast looduse <krooniks> pidavale inimkonnale.	a1.s3	a2.sx	a3.s4	a4.s8	a5.s3	a6.s3
kroon-s	Neljapäeval mõistis kohus naisele rahalise karistuse 15 000 <krooni> riigituludesse, ning see tuleb tal tasuda ühe aasta jooksul.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Sidemed olid enne <krooni> vist ainult valuutapoes (hm, või tekkisid juba mingid kodumaised ühekordsed siiski ka, ei mäleta enam).	a1.sx	a2.s2	a3.sx	a4.s1	a5.s2	a6.sx
kroon-s	Grillipeo <krooniks> võiks olla ka üks kuum dessert – grillitud puuvili veidikese mee või sidrunimahlaga, mis on tõeline maitseelamus.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Kui palju Qatari riaal on Rootsi <kroon>?	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Uuest Ultimate Aerost soovitakse ehitada tosina suurune väikeseeria, tükihind jäävat 10 miljoni <krooni> piiridesse.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Veel 5 miljoni <krooni> ulatuses saab laevafirmale kompenseerida lisakulutusi, mis võivad tekkida kütusehindade hüppelisest kasvust, sadamatasude tõusust või keskkonnaohutusse investeerimisest.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Möödunud ööpäeva jooksul andsid Falck töötajad Tallinnas ja Harjumaal politseile üle 18 õigusrikkujat, neist 12 kauplusevarast, kellelt saadi kätte varastatud kaupa 3275,41 <krooni> väärtuses.	a1.sx	a2.sx	a3.s1	a4.s1	a5.s2	a6.sx
kroon-s	Kogu selle kiidujutu <krooniks> tuleb kindlasti ära tuua fakt, et grupi liikmete keskmine vanus on vaid 23 aastat.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Et asja mastaabist aimu saada, tõi Tšistjakov näitena üleminekuprotsessi Eesti <kroonilt> eurole, kus tarkvarafirmad seadistasid tarkvara esialgu lubatust tunduvalt kauem.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	252 000-kroonise omakapitaliga Liiva kalmistu kahjum jääb 300 000 krooni piiresse ja seda linnaettevõtet annab veel päästa, Rahumäe surnuaia operaatorfirma võib aga paari miljoni <kroonini> ulatuva võla tõttu pankrotistunuks lugeda.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Foto : Pille-Riin Pregel Üks pronkssõduri äraviimist vastustavatest aktivistidest saadab telefoni teel laiali sms-e, milles kutsutakse noori alates tänasest seisma pronkssõduri juures eririietuses valves, lubades selle eest maksta 80 <krooni> tunnis.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Söök on odav, vähem kui saja <krooniga> saab kõhu täis.	a1.sx	a2.sx	a3.sx	a4.s3	a5.sx	a6.sx
kroon-s	Üheksa kuu kokkuvõttes on selle aasta kahjumiks 320,5 miljonit <krooni> võrrelduna 623,8 miljoni krooni suuruse kahjumiga eelmisel finantsaastal.	a1.sx	a2.s2	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	"Olen murelik selle üle, kas linn kulutas vanalinnapäevadeks mõeldud kaks miljonit <krooni> otstarbekalt," lausus Signe Kivi.	a1.sx	a2.s2	a3.s1	a4.s1	a5.s2	a6.sx
kroon-s	110-ruutmeetrise ridaelamukorteri eest küsib müüja ligi 10 000 <krooni> ruutmeetrist, millele lisandub 1500-2000 krooni viimistlustasu ruutmeetri kohta.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	Varblase sõnul viiks jätkuv usaldamatus välismaiste analüütikute ja investorite hulgas hoiakule, et Eesti kui väikese avatud majandusega majanduskriisis vaevlevas riigis tuleks <kroon> devalveerida.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	" BNS Dvigatel sai kasumit Endine sõjatehas Dvigatel jõudis mullu auditeeritud andmeil 200 000 <krooniga> kasumisse ja suunab selle aktsionäride otsusel reservi.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Sel juhul võib juureravi teha ka läbi <krooni>.	a1.sx	a2.sx	a3.s5	a4.s1	a5.sx	a6.sx
kroon-s	Islandi <krooni> devalveeriti ning eksport läks käima.	a1.s2	a2.s2	a3.s1	a4.s5	a5.s2	a6.s1
kroon-s	Küttefirmadel tekkis probleem pärast seda, kui suvel korraldati oksjon põlevkiviõli müü-giks, kus selle hind kerkis 1900 <kroonilt> tonni kohta 3500 kroonile.	a1.s2	a2.s2	a3.s1	a4.s1	a5.sx	a6.s1
kroon-s	679 ruutmeetri suurune Köleri 1 kinnistu läheb 1.005.000 krooniga OÜ-le Matkar ja 155-ruutmeetrine Köleri 1A 600.050 <krooniga> AS-ile Tofre, lisas Klopets.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Hansapanga aktsia hind langes 0,18 protsenti 140,00 <krooni> tasemele ; käive oli 3,42 miljonit krooni.	a1.sx	a2.sx	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Kui Eesti restoranide magustoidud jäävad enamasti teiste toitude varju ega täida hästi oma rolli eine <kroonina>, siis Paju Villas on teisiti.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
kroon-s	Danil ei soovitanud aktsiat osta üle 60 <krooni> tasemelt.	a1.sx	a2.sx	a3.s1	a4.s1	a5.sx	a6.sx
kroon-s	Piletid hinnaga 50/90 <krooni> müügil Piletilevi ja Piletimaailma müügikohtades, Von Krahli Teatri kassas ning pool tundi enne algust kohapeal.	a1.sx	a2.sx	a3.s1	a4.s4	a5.sx	a6.sx
kroon-s	"Tegime Saarte programmile taotluse 400 000 <krooni> saamiseks, loodame lähinädalatel taotlusele vastuse saada," rääkis vallavanem ja viitas, et lisaeelarvest saaks projektile vajaliku omafinantseerimise.	a1.sx	a2.s2	a3.s1	a4.s1	a5.s2	a6.sx
kroon-s	See aga võimaldab tellijal päris suure hulga <kroone> kokku hoida.	a1.sx	a2.sx	a3.sx	a4.s1	a5.sx	a6.sx
